{0.34500000000000003, 0.77}
{0.44, 0.28}
{0.44, 0.29}
{0.44, 0.3}
{0.44, 0.31}
{0.44, 0.32}
{0.44, 0.33}
{0.44, 0.34}
{0.44, 0.35000000000000003}
{0.44, 0.36}
{0.44, 0.37}
{0.44, 0.38}
{0.44, 0.39}
{0.44, 0.4}
{0.44, 0.41000000000000003}
{0.44, 0.42}
{0.44, 0.43}
{0.44, 0.44}
{0.44, 0.45}
{0.44, 0.46}
{0.44, 0.47000000000000003}
{0.44, 0.48}
{0.44, 0.49}
{0.44, 0.5}
{0.44, 0.51}
{0.44, 0.52}
{0.44, 0.53}
{0.44, 0.54}
{0.44, 0.55}
{0.44, 0.56}
{0.44, 0.5700000000000001}
{0.44, 0.58}
{0.44, 0.59}
{0.44, 0.6}
{0.44, 0.61}
{0.44, 0.62}
{0.44, 0.63}
{0.445, 0.}
{0.445, 0.01}
{0.445, 0.02}
{0.445, 0.03}
{0.445, 0.04}
{0.445, 0.05}
{0.445, 0.06}
{0.445, 0.07}
{0.445, 0.08}
{0.445, 0.09}
{0.445, 0.1}
{0.445, 0.11}
{0.445, 0.12}
{0.445, 0.13}
{0.445, 0.14}
{0.445, 0.15}
{0.445, 0.16}
{0.445, 0.17}
{0.445, 0.18}
{0.445, 0.19}
{0.445, 0.2}
{0.445, 0.21}
{0.445, 0.22}
{0.445, 0.23}
{0.445, 0.24}
{0.445, 0.25}
{0.445, 0.26}
{0.445, 0.27}
{0.445, 0.28}
{0.445, 0.29}
{0.445, 0.3}
{0.445, 0.31}
{0.445, 0.32}
{0.445, 0.33}
{0.445, 0.34}
{0.445, 0.35000000000000003}
{0.445, 0.36}
{0.445, 0.37}
{0.445, 0.38}
{0.445, 0.39}
{0.445, 0.4}
{0.445, 0.41000000000000003}
{0.445, 0.42}
{0.445, 0.43}
{0.445, 0.44}
{0.445, 0.45}
{0.445, 0.46}
{0.445, 0.47000000000000003}
{0.445, 0.48}
{0.445, 0.49}
{0.445, 0.5}
{0.445, 0.51}
{0.445, 0.52}
{0.445, 0.53}
{0.445, 0.54}
{0.445, 0.55}
{0.445, 0.56}
{0.445, 0.5700000000000001}
{0.445, 0.58}
{0.445, 0.59}
{0.445, 0.6}
{0.445, 0.61}
{0.445, 0.62}
{0.445, 0.63}
{0.45, 0.}
{0.45, 0.01}
{0.45, 0.02}
{0.45, 0.03}
{0.45, 0.04}
{0.45, 0.05}
{0.45, 0.06}
{0.45, 0.07}
{0.45, 0.08}
{0.45, 0.09}
{0.45, 0.1}
{0.45, 0.11}
{0.45, 0.12}
{0.45, 0.13}
{0.45, 0.14}
{0.45, 0.15}
{0.45, 0.16}
{0.45, 0.17}
{0.45, 0.18}
{0.45, 0.19}
{0.45, 0.2}
{0.45, 0.21}
{0.45, 0.22}
{0.45, 0.23}
{0.45, 0.24}
{0.45, 0.25}
{0.45, 0.26}
{0.45, 0.27}
{0.45, 0.28}
{0.45, 0.29}
{0.45, 0.3}
{0.45, 0.31}
{0.45, 0.32}
{0.45, 0.33}
{0.45, 0.34}
{0.45, 0.35000000000000003}
{0.45, 0.36}
{0.45, 0.37}
{0.45, 0.38}
{0.45, 0.39}
{0.45, 0.4}
{0.45, 0.41000000000000003}
{0.45, 0.42}
{0.45, 0.43}
{0.45, 0.44}
{0.45, 0.45}
{0.45, 0.46}
{0.45, 0.47000000000000003}
{0.45, 0.48}
{0.45, 0.49}
{0.45, 0.5}
{0.45, 0.51}
{0.45, 0.52}
{0.45, 0.53}
{0.45, 0.54}
{0.45, 0.55}
{0.45, 0.56}
{0.45, 0.5700000000000001}
{0.45, 0.58}
{0.45, 0.59}
{0.45, 0.6}
{0.45, 0.61}
{0.45, 0.62}
{0.455, 0.}
{0.455, 0.01}
{0.455, 0.02}
{0.455, 0.03}
{0.455, 0.04}
{0.455, 0.05}
{0.455, 0.06}
{0.455, 0.07}
{0.455, 0.08}
{0.455, 0.09}
{0.455, 0.1}
{0.455, 0.11}
{0.455, 0.12}
{0.455, 0.13}
{0.455, 0.14}
{0.455, 0.15}
{0.455, 0.16}
{0.455, 0.17}
{0.455, 0.18}
{0.455, 0.19}
{0.455, 0.2}
{0.455, 0.21}
{0.455, 0.22}
{0.455, 0.23}
{0.455, 0.24}
{0.455, 0.25}
{0.455, 0.26}
{0.455, 0.27}
{0.455, 0.28}
{0.455, 0.29}
{0.455, 0.3}
{0.455, 0.31}
{0.455, 0.32}
{0.455, 0.33}
{0.455, 0.34}
{0.455, 0.35000000000000003}
{0.455, 0.36}
{0.455, 0.37}
{0.455, 0.38}
{0.455, 0.39}
{0.455, 0.4}
{0.455, 0.41000000000000003}
{0.455, 0.42}
{0.455, 0.43}
{0.455, 0.44}
{0.455, 0.45}
{0.455, 0.46}
{0.455, 0.47000000000000003}
{0.455, 0.48}
{0.455, 0.49}
{0.455, 0.5}
{0.455, 0.51}
{0.455, 0.52}
{0.455, 0.53}
{0.455, 0.54}
{0.455, 0.55}
{0.455, 0.56}
{0.455, 0.5700000000000001}
{0.455, 0.58}
{0.455, 0.59}
{0.455, 0.6}
{0.455, 0.61}
{0.46, 0.}
{0.46, 0.01}
{0.46, 0.02}
{0.46, 0.03}
{0.46, 0.04}
{0.46, 0.05}
{0.46, 0.06}
{0.46, 0.07}
{0.46, 0.08}
{0.46, 0.09}
{0.46, 0.1}
{0.46, 0.11}
{0.46, 0.12}
{0.46, 0.13}
{0.46, 0.14}
{0.46, 0.15}
{0.46, 0.16}
{0.46, 0.17}
{0.46, 0.18}
{0.46, 0.19}
{0.46, 0.2}
{0.46, 0.21}
{0.46, 0.22}
{0.46, 0.23}
{0.46, 0.24}
{0.46, 0.25}
{0.46, 0.26}
{0.46, 0.27}
{0.46, 0.28}
{0.46, 0.29}
{0.46, 0.3}
{0.46, 0.31}
{0.46, 0.32}
{0.46, 0.33}
{0.46, 0.34}
{0.46, 0.35000000000000003}
{0.46, 0.36}
{0.46, 0.37}
{0.46, 0.38}
{0.46, 0.39}
{0.46, 0.4}
{0.46, 0.41000000000000003}
{0.46, 0.42}
{0.46, 0.43}
{0.46, 0.44}
{0.46, 0.45}
{0.46, 0.46}
{0.46, 0.47000000000000003}
{0.46, 0.48}
{0.46, 0.49}
{0.46, 0.5}
{0.46, 0.51}
{0.46, 0.52}
{0.46, 0.53}
{0.46, 0.54}
{0.46, 0.55}
{0.46, 0.56}
{0.46, 0.5700000000000001}
{0.46, 0.58}
{0.46, 0.59}
{0.46, 0.6}
{0.465, 0.}
{0.465, 0.01}
{0.465, 0.02}
{0.465, 0.03}
{0.465, 0.04}
{0.465, 0.05}
{0.465, 0.06}
{0.465, 0.07}
{0.465, 0.08}
{0.465, 0.09}
{0.465, 0.1}
{0.465, 0.11}
{0.465, 0.12}
{0.465, 0.13}
{0.465, 0.14}
{0.465, 0.15}
{0.465, 0.16}
{0.465, 0.17}
{0.465, 0.18}
{0.465, 0.19}
{0.465, 0.2}
{0.465, 0.21}
{0.465, 0.22}
{0.465, 0.23}
{0.465, 0.24}
{0.465, 0.25}
{0.465, 0.26}
{0.465, 0.27}
{0.465, 0.28}
{0.465, 0.29}
{0.465, 0.3}
{0.465, 0.31}
{0.465, 0.32}
{0.465, 0.33}
{0.465, 0.34}
{0.465, 0.35000000000000003}
{0.465, 0.36}
{0.465, 0.37}
{0.465, 0.38}
{0.465, 0.39}
{0.465, 0.4}
{0.465, 0.41000000000000003}
{0.465, 0.42}
{0.465, 0.43}
{0.465, 0.44}
{0.465, 0.45}
{0.465, 0.46}
{0.465, 0.47000000000000003}
{0.465, 0.48}
{0.465, 0.49}
{0.465, 0.5}
{0.465, 0.51}
{0.465, 0.52}
{0.465, 0.53}
{0.465, 0.54}
{0.465, 0.55}
{0.465, 0.56}
{0.465, 0.5700000000000001}
{0.465, 0.58}
{0.465, 0.59}
{0.465, 0.6}
{0.47000000000000003, 0.}
{0.47000000000000003, 0.01}
{0.47000000000000003, 0.02}
{0.47000000000000003, 0.03}
{0.47000000000000003, 0.04}
{0.47000000000000003, 0.05}
{0.47000000000000003, 0.06}
{0.47000000000000003, 0.07}
{0.47000000000000003, 0.08}
{0.47000000000000003, 0.09}
{0.47000000000000003, 0.1}
{0.47000000000000003, 0.11}
{0.47000000000000003, 0.12}
{0.47000000000000003, 0.13}
{0.47000000000000003, 0.14}
{0.47000000000000003, 0.15}
{0.47000000000000003, 0.16}
{0.47000000000000003, 0.17}
{0.47000000000000003, 0.18}
{0.47000000000000003, 0.19}
{0.47000000000000003, 0.2}
{0.47000000000000003, 0.21}
{0.47000000000000003, 0.22}
{0.47000000000000003, 0.23}
{0.47000000000000003, 0.24}
{0.47000000000000003, 0.25}
{0.47000000000000003, 0.26}
{0.47000000000000003, 0.27}
{0.47000000000000003, 0.28}
{0.47000000000000003, 0.29}
{0.47000000000000003, 0.3}
{0.47000000000000003, 0.31}
{0.47000000000000003, 0.32}
{0.47000000000000003, 0.33}
{0.47000000000000003, 0.34}
{0.47000000000000003, 0.35000000000000003}
{0.47000000000000003, 0.36}
{0.47000000000000003, 0.37}
{0.47000000000000003, 0.38}
{0.47000000000000003, 0.39}
